																			01/04/2026 17:09:35					03/31/2026																					
	SAE EQUIPMENT RMA TRACKING												Picture																																
																																													
			QUICK SEARCH																																										
																																													
																																													
																																													
			ROW	UNIT SERIAL NUMBER	ASSET #	SECTION #	RETURNED	TENTATIVE RMA RETURN DATE	TOTAL UNITS IN RMA	TOTAL UNITS OVERDUE								ASSET TAGS																											
			-	-	-	-	-	-	12	4									UNIT TAGGED?				IF ASSIGNED, NOT LOST																						
																																													
			ROW	UNIT SERIAL NUMBER	ASSET #	SAE	SCANNER	DATE RMA SUBMITTED	I.T. HAND OFF DATE	TENTATIVE RMA RETURN DATE	RECEIVED	COMMENTS	SECTION					ASSET TAG #	YES	NO	LOST	UNIT SERIAL #	LOCKER #	DATE TAGGED																					
166			166			FALSE	FALSE			1/14/1900	FALSE		12	SECTION 12				383321	FALSE	TRUE	FALSE																								
167			167			FALSE	FALSE			1/14/1900	FALSE		12					383322	FALSE	TRUE	FALSE																								
168			168			FALSE	FALSE			1/14/1900	FALSE		12					383323	FALSE	TRUE	FALSE																								
169			169			FALSE	FALSE			1/14/1900	FALSE		12					383324	FALSE	TRUE	FALSE																								
170			170			FALSE	FALSE			1/14/1900	FALSE		12					383325	FALSE	TRUE	FALSE																								
171			171			FALSE	FALSE			1/14/1900	FALSE		12					383326	FALSE	TRUE	FALSE																								
172			172			FALSE	FALSE			1/14/1900	FALSE		12					383327	FALSE	TRUE	FALSE																								
173			173			FALSE	FALSE			1/14/1900	FALSE		12					383328	FALSE	TRUE	FALSE																								
174			174			FALSE	FALSE			1/14/1900	FALSE		12					383329	FALSE	TRUE	FALSE																								
175			175			FALSE	FALSE			1/14/1900	FALSE		12					383330	FALSE	TRUE	FALSE																								
176			176			FALSE	FALSE			1/14/1900	FALSE		12					383331	FALSE	TRUE	FALSE																								
177			177			FALSE	FALSE			1/14/1900	FALSE		12					383332	FALSE	TRUE	FALSE																								
178			178			FALSE	FALSE			1/14/1900	FALSE		12					383333	FALSE	TRUE	FALSE																								
179			179			FALSE	FALSE			1/14/1900	FALSE		12					383334	FALSE	TRUE	FALSE																								
180			180			FALSE	FALSE			1/14/1900	FALSE		12					383335	FALSE	TRUE	FALSE																								
181			181			FALSE	FALSE			1/14/1900	FALSE		13	SECTION 13				383336	FALSE	TRUE	FALSE																								
182			182			FALSE	FALSE			1/14/1900	FALSE		13					383337	FALSE	TRUE	FALSE																								
183			183			FALSE	FALSE			1/14/1900	FALSE		13					383338	FALSE	TRUE	FALSE																								
184			184			FALSE	FALSE			1/14/1900	FALSE		13					383339	FALSE	TRUE	FALSE																								
